id,lat,long,Coord,Place,State,City,Centroid Index,Centroid Lat,Centroid Long
0,44.4404056,-72.6798578,Latitude : 44.4404056 Longitude : -72.6798578,Emily's Bridge,VT,Stowe,5,43.4907201856523,-72.8586776342101
1,42.6733866,-73.0915873,Latitude : 42.6733866 Longitude : -73.0915873,The Hoosac Tunnel,MA,North Adams,5,43.4907201856523,-72.8586776342101
2,42.696296,-73.1063591,Latitude : 42.696296 Longitude : -73.1063591,Houghton Mansion,MA,North Adams,5,43.4907201856523,-72.8586776342101
3,43.7033054,-72.2893869,Latitude : 43.7033054 Longitude : -72.2893869,Dartmouth College,NH,Hanover,5,43.4907201856523,-72.8586776342101
4,42.944021,-73.0878364,Latitude : 42.944021 Longitude : -73.0878364,Glastenbury Wilderness,VT,Binnington,5,43.4907201856523,-72.8586776342101
5,43.6878797,-72.9517848,Latitude : 43.6878797 Longitude : -72.9517848,The Eddy House,VT,Chittenden,5,43.4907201856523,-72.8586776342101
6,43.647745,-72.420751,Latitude : 43.647745 Longitude : -72.420751,The Quechee Inn at Marshland Farm,VT,Quechee,5,43.4907201856523,-72.8586776342101
7,43.7145086,-73.0174541,Latitude : 43.7145086 Longitude : -73.0174541,Vermont Police Academy,VT,Pittsford,5,43.4907201856523,-72.8586776342101
8,44.9084866,-72.8021359,Latitude : 44.9084866 Longitude : -72.8021359,Opera House at Enosburg Falls,VT,Enosburg,5,43.4907201856523,-72.8586776342101
9,44.139179,-72.6612695,Latitude : 44.139179 Longitude : -72.6612695,Norwich University,VT,Northfield,5,43.4907201856523,-72.8586776342101
10,43.300026,-72.477309,Latitude : 43.300026 Longitude : -72.477309,Hartness House Inn,VT,Springfield,5,43.4907201856523,-72.8586776342101
11,42.8691739,-73.2186346,Latitude : 42.8691739 Longitude : -73.2186346,Southern Vermont Colleve,VT,Bennington,5,43.4907201856523,-72.8586776342101
12,43.169598,-72.918049,Latitude : 43.169598 Longitude : -72.918049,The Bennington Triangle,VT,Winhall,5,43.4907201856523,-72.8586776342101
13,43.593102,-73.2670234,Latitude : 43.593102 Longitude : -73.2670234,Marble Mansion,VT,Fair Haven,5,43.4907201856523,-72.8586776342101
14,42.86841,-72.87149,Latitude : 42.86841 Longitude : -72.87149,The White House Inn,VT,Wilmington,5,43.4907201856523,-72.8586776342101
